0,1,2,3,4,5,6
0,1,1,0,0,508,0
1,1,1,0,0,508,0
2,1,1,0,0,506,0
3,1,1,0,0,504,0
4,1,1,0,0,504,0
5,1,1,0,0,503,0
6,1,1,0,0,502,0
7,1,1,0,0,502,0
8,1,1,0,0,502,0
9,1,1,0,0,502,0
10,1,1,0,0,502,0
11,1,1,0,0,502,0
12,1,1,0,0,504,0
13,1,1,0,0,505,0
14,1,1,0,0,508,0
15,1,1,0,0,509,0
0,1,1,0,0,510,0
1,1,1,0,0,511,0
2,1,1,0,0,512,0
3,1,1,0,0,512,0
4,1,1,0,0,513,0
5,1,1,0,0,513,0
6,1,1,0,0,515,0
7,1,1,0,0,514,0
8,1,1,0,0,514,0
9,1,1,0,0,513,0
10,1,1,0,0,513,0
11,1,1,0,0,513,0
12,1,1,0,0,513,0
13,1,1,0,0,513,0
14,1,1,0,0,513,0
15,1,1,0,0,513,0
0,1,1,0,0,513,0
1,1,1,0,0,515,0
2,1,1,0,0,515,0
3,1,1,0,0,517,0
4,1,1,0,0,518,0
5,1,1,0,0,518,0
6,1,1,0,0,518,0
7,1,1,0,0,519,0
8,1,1,0,0,519,0
9,1,1,0,0,519,0
10,1,1,0,0,518,0
11,1,1,0,0,517,0
12,1,1,0,0,516,0
13,1,1,0,0,515,0
14,1,1,0,0,513,0
15,1,1,0,0,514,0
0,1,1,0,0,513,0
1,1,1,0,0,512,0
2,1,1,0,0,513,0
3,1,1,0,0,515,0
4,1,1,0,0,516,0
5,1,1,0,0,517,0
6,1,1,0,0,518,0
7,1,1,0,0,518,0
8,1,1,0,0,518,0
9,1,1,0,0,518,0
10,1,1,0,0,519,0
11,1,1,0,0,520,0
12,1,1,0,0,520,0
13,1,1,0,0,520,0
14,1,1,0,0,519,0
15,1,1,0,0,518,0
0,1,1,0,0,516,0
1,1,1,0,0,515,0
2,1,1,0,0,514,0
3,1,1,0,0,513,0
4,1,1,0,0,511,0
5,1,1,0,0,511,0
6,1,1,0,0,511,0
7,1,1,0,0,512,0
8,1,1,0,0,512,0
9,1,1,0,0,514,0
10,1,1,0,0,515,0
11,1,1,0,0,516,0
12,1,1,0,0,516,0
13,1,1,0,0,516,0
14,1,1,0,0,516,0
15,1,1,0,0,518,0
0,1,1,0,0,517,0
1,1,1,0,0,517,0
2,1,1,0,0,516,0
3,1,1,0,0,514,0
4,1,1,0,0,513,0
5,1,1,0,0,512,0
6,1,1,0,0,512,0
7,1,1,0,0,512,0
8,1,1,0,0,511,0
9,1,1,0,0,510,0
10,1,1,0,0,511,0
11,1,1,0,0,511,0
12,1,1,0,0,511,0
13,1,1,0,0,512,0
14,1,1,0,0,513,0
15,1,1,0,0,513,0
0,1,1,0,0,513,0
1,1,1,0,0,514,0
2,1,1,0,0,514,0
3,1,1,0,0,514,0
4,1,1,0,0,514,0
5,1,1,0,0,513,0
6,1,1,0,0,513,0
7,1,1,0,0,513,0
8,1,1,0,0,512,0
9,1,1,0,0,511,0
10,1,1,0,0,510,0
11,1,1,0,0,508,0
12,1,1,0,0,504,0
13,1,1,0,0,502,0
14,1,1,0,0,499,0
15,1,1,0,0,496,0
0,1,1,0,0,493,0
1,1,1,0,0,488,0
2,1,1,0,0,484,0
3,1,1,0,0,480,0
4,1,1,0,0,476,0
5,1,1,0,0,473,0
6,1,1,0,0,470,0
7,1,1,0,0,466,0
8,1,1,0,0,464,0
9,1,1,0,0,461,0
10,1,1,0,0,460,0
11,1,1,0,0,460,0
12,1,1,0,0,458,0
13,1,1,0,0,456,0
14,1,1,0,0,455,0
15,1,1,0,0,454,0
0,1,1,0,0,453,0
1,1,1,0,0,453,0
2,1,1,0,0,457,0
3,1,1,0,0,461,0
4,1,1,0,0,467,0
5,1,1,0,0,476,0
6,1,1,0,0,487,0
7,1,1,0,0,499,0
8,1,1,0,0,512,0
9,1,1,0,0,524,0
10,1,1,0,0,535,0
11,1,1,0,0,546,0
12,1,1,0,0,555,0
13,1,1,0,0,566,0
14,1,1,0,0,580,0
15,1,1,0,0,596,0
0,1,1,0,0,614,0
1,1,1,0,0,633,0
2,1,1,0,0,652,0
3,1,1,0,0,671,0
4,1,1,0,0,688,0
5,1,1,0,0,703,0
6,1,1,0,0,715,0
7,1,1,0,0,724,0
8,1,1,0,0,729,0
9,1,1,0,0,733,0
10,1,1,0,0,737,0
11,1,1,0,0,741,0
12,1,1,0,0,746,0
13,1,1,0,0,748,0
14,1,1,0,0,747,0
15,1,1,0,0,741,0
0,1,1,0,0,732,0
1,1,1,0,0,722,0
2,1,1,0,0,710,0
3,1,1,0,0,697,0
4,1,1,0,0,683,0
5,1,1,0,0,668,0
6,1,1,0,0,653,0
7,1,1,0,0,639,0
8,1,1,0,0,622,0
9,1,1,0,0,604,0
10,1,1,0,0,587,0
11,1,1,0,0,570,0
12,1,1,0,0,554,0
13,1,1,0,0,541,0
14,1,1,0,0,529,0
15,1,1,0,0,520,0
0,1,1,0,0,512,0
1,1,1,0,0,504,0
2,1,1,0,0,496,0
3,1,1,0,0,489,0
4,1,1,0,0,483,0
5,1,1,0,0,479,0
6,1,1,0,0,474,0
7,1,1,0,0,470,0
8,1,1,0,0,468,0
9,1,1,0,0,466,0
10,1,1,0,0,466,0
11,1,1,0,0,466,0
12,1,1,0,0,465,0
13,1,1,0,0,465,0
14,1,1,0,0,465,0
15,1,1,0,0,466,0
0,1,1,0,0,468,0
1,1,1,0,0,470,0
2,1,1,0,0,471,0
3,1,1,0,0,471,0
4,1,1,0,0,472,0
5,1,1,0,0,473,0
6,1,1,0,0,473,0
7,1,1,0,0,473,0
8,1,1,0,0,473,0
9,1,1,0,0,472,0
10,1,1,0,0,472,0
11,1,1,0,0,470,0
12,1,1,0,0,469,0
13,1,1,0,0,467,0
14,1,1,0,0,466,0
15,1,1,0,0,466,0
0,1,1,0,0,465,0
1,1,1,0,0,465,0
2,1,1,0,0,464,0
3,1,1,0,0,463,0
4,1,1,0,0,464,0
5,1,1,0,0,464,0
6,1,1,0,0,465,0
7,1,1,0,0,465,0
8,1,1,0,0,466,0
9,1,1,0,0,465,0
10,1,1,0,0,465,0
11,1,1,0,0,466,0
12,1,1,0,0,467,0
13,1,1,0,0,467,0
14,1,1,0,0,466,0
15,1,1,0,0,466,0
0,1,1,0,0,464,0
1,1,1,0,0,463,0
2,1,1,0,0,463,0
3,1,1,0,0,463,0
4,1,1,0,0,463,0
5,1,1,0,0,462,0
6,1,1,0,0,462,0
7,1,1,0,0,463,0
8,1,1,0,0,463,0
9,1,1,0,0,465,0
10,1,1,0,0,466,0
11,1,1,0,0,467,0
12,1,1,0,0,467,0
13,1,1,0,0,467,0
14,1,1,0,0,467,0
15,1,1,0,0,467,0
0,1,1,0,0,467,0
1,1,1,0,0,467,0
2,1,1,0,0,465,0
3,1,1,0,0,464,0
4,1,1,0,0,463,0
5,1,1,0,0,461,0
6,1,1,0,0,460,0
7,1,1,0,0,461,0
8,1,1,0,0,462,0
9,1,1,0,0,461,0
10,1,1,0,0,460,0
11,1,1,0,0,461,0
12,1,1,0,0,461,0
13,1,1,0,0,463,0
14,1,1,0,0,464,0
15,1,1,0,0,466,0
0,1,1,0,0,467,0
1,1,1,0,0,468,0
2,1,1,0,0,469,0
3,1,1,0,0,470,0
4,1,1,0,0,470,0
5,1,1,0,0,470,0
6,1,1,0,0,470,0
7,1,1,0,0,469,0
8,1,1,0,0,470,0
9,1,1,0,0,468,0
10,1,1,0,0,468,0
11,1,1,0,0,468,0
12,1,1,0,0,467,0
13,1,1,0,0,468,0
14,1,1,0,0,468,0
15,1,1,0,0,470,0
0,1,1,0,0,471,0
1,1,1,0,0,471,0
2,1,1,0,0,472,0
3,1,1,0,0,474,0
4,1,1,0,0,475,0
5,1,1,0,0,476,0
6,1,1,0,0,476,0
7,1,1,0,0,477,0
8,1,1,0,0,478,0
9,1,1,0,0,479,0
10,1,1,0,0,479,0
11,1,1,0,0,479,0
12,1,1,0,0,479,0
13,1,1,0,0,477,0
14,1,1,0,0,476,0
15,1,1,0,0,475,0
0,1,1,0,0,475,0
1,1,1,0,0,474,0
2,1,1,0,0,475,0
3,1,1,0,0,476,0
4,1,1,0,0,476,0
5,1,1,0,0,478,0
6,1,1,0,0,479,0
7,1,1,0,0,480,0
8,1,1,0,0,481,0
9,1,1,0,0,482,0
10,1,1,0,0,482,0
11,1,1,0,0,483,0
12,1,1,0,0,483,0
13,1,1,0,0,483,0
14,1,1,0,0,483,0
15,1,1,0,0,482,0
0,1,1,0,0,483,0
1,1,1,0,0,482,0
2,1,1,0,0,482,0
3,1,1,0,0,481,0
4,1,1,0,0,481,0
5,1,1,0,0,481,0
6,1,1,0,0,481,0
7,1,1,0,0,483,0
8,1,1,0,0,484,0
9,1,1,0,0,484,0
10,1,1,0,0,486,0
11,1,1,0,0,487,0
12,1,1,0,0,488,0
13,1,1,0,0,489,0
14,1,1,0,0,490,0
15,1,1,0,0,491,0
0,1,1,0,0,491,0
1,1,1,0,0,492,0
2,1,1,0,0,492,0
3,1,1,0,0,491,0
4,1,1,0,0,491,0
5,1,1,0,0,489,0
6,1,1,0,0,488,0
7,1,1,0,0,489,0
8,1,1,0,0,488,0
9,1,1,0,0,488,0
10,1,1,0,0,487,0
11,1,1,0,0,488,0
12,1,1,0,0,489,0
13,1,1,0,0,490,0
14,1,1,0,0,492,0
15,1,1,0,0,493,0
0,1,1,0,0,492,0
1,1,1,0,0,493,0
2,1,1,0,0,493,0
3,1,1,0,0,493,0
4,1,1,0,0,492,0
5,1,1,0,0,492,0
6,1,1,0,0,491,0
7,1,1,0,0,490,0
8,1,1,0,0,489,0
9,1,1,0,0,488,0
