0,1,2,3,4,5,6
0,1,1,0,0,580,508
1,1,1,0,0,577,509
2,1,1,0,0,575,510
3,1,1,0,0,573,509
4,1,1,0,0,571,508
5,1,1,0,0,570,510
6,1,1,0,0,570,511
7,1,1,0,0,569,512
8,1,1,0,0,569,510
9,1,1,0,0,568,514
10,1,1,0,0,568,511
11,1,1,0,0,567,512
12,1,1,0,0,566,511
13,1,1,0,0,564,511
14,1,1,0,0,562,513
15,1,1,0,0,560,512
0,1,1,0,0,557,513
1,1,1,0,0,555,512
2,1,1,0,0,553,516
3,1,1,0,0,551,511
4,1,1,0,0,549,513
5,1,1,0,0,547,514
6,1,1,0,0,544,513
7,1,1,0,0,542,516
8,1,1,0,0,540,515
9,1,1,0,0,539,518
10,1,1,0,0,538,518
11,1,1,0,0,537,515
12,1,1,0,0,536,515
13,1,1,0,0,536,516
14,1,1,0,0,535,515
15,1,1,0,0,533,516
0,1,1,0,0,531,516
1,1,1,0,0,530,519
2,1,1,0,0,528,518
3,1,1,0,0,526,515
4,1,1,0,0,523,519
5,1,1,0,0,521,519
6,1,1,0,0,518,518
7,1,1,0,0,514,519
8,1,1,0,0,512,518
9,1,1,0,0,511,519
10,1,1,0,0,508,519
11,1,1,0,0,506,518
12,1,1,0,0,504,520
13,1,1,0,0,502,518
14,1,1,0,0,500,519
15,1,1,0,0,499,519
0,1,1,0,0,498,519
1,1,1,0,0,497,516
2,1,1,0,0,496,519
3,1,1,0,0,494,520
4,1,1,0,0,493,520
5,1,1,0,0,492,519
6,1,1,0,0,491,520
7,1,1,0,0,489,522
8,1,1,0,0,487,519
9,1,1,0,0,485,523
10,1,1,0,0,484,519
11,1,1,0,0,482,522
12,1,1,0,0,480,521
13,1,1,0,0,477,521
14,1,1,0,0,476,521
15,1,1,0,0,476,521
0,1,1,0,0,475,519
1,1,1,0,0,474,521
2,1,1,0,0,473,520
3,1,1,0,0,473,524
4,1,1,0,0,474,523
5,1,1,0,0,475,521
6,1,1,0,0,476,523
7,1,1,0,0,476,524
8,1,1,0,0,476,526
9,1,1,0,0,475,524
10,1,1,0,0,473,525
11,1,1,0,0,472,525
12,1,1,0,0,470,523
13,1,1,0,0,469,523
14,1,1,0,0,468,527
15,1,1,0,0,469,525
0,1,1,0,0,470,524
1,1,1,0,0,471,524
2,1,1,0,0,472,525
3,1,1,0,0,474,527
4,1,1,0,0,474,526
5,1,1,0,0,473,524
6,1,1,0,0,473,527
7,1,1,0,0,473,524
8,1,1,0,0,472,527
9,1,1,0,0,471,525
10,1,1,0,0,472,525
11,1,1,0,0,472,526
12,1,1,0,0,472,524
13,1,1,0,0,472,525
14,1,1,0,0,473,527
15,1,1,0,0,472,524
0,1,1,0,0,472,526
1,1,1,0,0,471,526
2,1,1,0,0,471,529
3,1,1,0,0,470,524
4,1,1,0,0,469,526
5,1,1,0,0,467,527
6,1,1,0,0,465,526
7,1,1,0,0,464,529
8,1,1,0,0,462,525
9,1,1,0,0,463,529
10,1,1,0,0,464,529
11,1,1,0,0,465,527
12,1,1,0,0,467,527
13,1,1,0,0,469,529
14,1,1,0,0,470,527
15,1,1,0,0,470,528
0,1,1,0,0,472,527
1,1,1,0,0,472,530
2,1,1,0,0,472,530
3,1,1,0,0,472,528
4,1,1,0,0,472,529
5,1,1,0,0,473,529
6,1,1,0,0,474,529
7,1,1,0,0,474,530
8,1,1,0,0,475,529
9,1,1,0,0,475,531
10,1,1,0,0,475,530
11,1,1,0,0,475,529
12,1,1,0,0,475,530
13,1,1,0,0,475,529
14,1,1,0,0,476,530
15,1,1,0,0,477,529
0,1,1,0,0,479,533
1,1,1,0,0,480,531
2,1,1,0,0,482,528
3,1,1,0,0,484,531
4,1,1,0,0,486,532
5,1,1,0,0,487,530
6,1,1,0,0,488,531
7,1,1,0,0,489,530
8,1,1,0,0,487,531
9,1,1,0,0,487,530
10,1,1,0,0,486,529
11,1,1,0,0,487,530
12,1,1,0,0,488,528
13,1,1,0,0,490,529
14,1,1,0,0,491,529
15,1,1,0,0,491,528
0,1,1,0,0,491,526
1,1,1,0,0,490,528
2,1,1,0,0,488,529
3,1,1,0,0,487,529
4,1,1,0,0,484,528
5,1,1,0,0,482,530
6,1,1,0,0,480,530
7,1,1,0,0,480,526
8,1,1,0,0,480,529
9,1,1,0,0,480,529
10,1,1,0,0,481,524
11,1,1,0,0,482,527
12,1,1,0,0,482,526
13,1,1,0,0,483,526
14,1,1,0,0,483,528
15,1,1,0,0,483,523
0,1,1,0,0,483,524
1,1,1,0,0,484,526
2,1,1,0,0,485,526
3,1,1,0,0,487,528
4,1,1,0,0,488,522
5,1,1,0,0,490,525
6,1,1,0,0,492,526
7,1,1,0,0,495,524
8,1,1,0,0,497,525
9,1,1,0,0,499,520
10,1,1,0,0,501,524
11,1,1,0,0,502,523
12,1,1,0,0,502,521
13,1,1,0,0,503,523
14,1,1,0,0,504,518
15,1,1,0,0,504,520
0,1,1,0,0,503,519
1,1,1,0,0,502,523
2,1,1,0,0,502,523
3,1,1,0,0,501,518
4,1,1,0,0,500,519
5,1,1,0,0,499,521
6,1,1,0,0,499,521
7,1,1,0,0,499,521
8,1,1,0,0,499,515
9,1,1,0,0,499,519
10,1,1,0,0,500,519
11,1,1,0,0,502,516
12,1,1,0,0,504,519
13,1,1,0,0,505,514
14,1,1,0,0,505,516
15,1,1,0,0,504,516
0,1,1,0,0,503,516
1,1,1,0,0,502,519
2,1,1,0,0,502,513
3,1,1,0,0,501,515
4,1,1,0,0,500,516
5,1,1,0,0,499,516
6,1,1,0,0,498,517
7,1,1,0,0,497,511
8,1,1,0,0,497,515
9,1,1,0,0,497,512
10,1,1,0,0,497,514
11,1,1,0,0,498,513
12,1,1,0,0,499,515
13,1,1,0,0,501,513
14,1,1,0,0,502,513
15,1,1,0,0,504,513
0,1,1,0,0,505,512
1,1,1,0,0,506,513
2,1,1,0,0,507,512
3,1,1,0,0,507,511
4,1,1,0,0,508,514
5,1,1,0,0,508,512
6,1,1,0,0,509,514
7,1,1,0,0,510,514
8,1,1,0,0,511,510
9,1,1,0,0,511,514
10,1,1,0,0,510,511
11,1,1,0,0,511,513
12,1,1,0,0,512,511
13,1,1,0,0,512,511
14,1,1,0,0,513,511
15,1,1,0,0,514,511
0,1,1,0,0,515,512
1,1,1,0,0,515,510
2,1,1,0,0,514,509
3,1,1,0,0,513,512
4,1,1,0,0,513,514
5,1,1,0,0,512,508
6,1,1,0,0,512,511
7,1,1,0,0,512,510
8,1,1,0,0,511,508
9,1,1,0,0,510,510
10,1,1,0,0,510,504
11,1,1,0,0,510,508
12,1,1,0,0,510,506
13,1,1,0,0,508,507
14,1,1,0,0,508,509
15,1,1,0,0,507,503
0,1,1,0,0,507,505
1,1,1,0,0,507,506
2,1,1,0,0,507,506
3,1,1,0,0,508,509
4,1,1,0,0,508,503
5,1,1,0,0,510,504
6,1,1,0,0,510,506
7,1,1,0,0,510,505
8,1,1,0,0,511,506
9,1,1,0,0,512,500
10,1,1,0,0,513,505
11,1,1,0,0,514,501
12,1,1,0,0,515,504
13,1,1,0,0,516,507
14,1,1,0,0,517,501
15,1,1,0,0,518,503
0,1,1,0,0,517,504
1,1,1,0,0,518,504
2,1,1,0,0,518,506
3,1,1,0,0,518,501
4,1,1,0,0,519,503
5,1,1,0,0,520,502
6,1,1,0,0,521,506
7,1,1,0,0,520,504
8,1,1,0,0,518,505
9,1,1,0,0,515,504
10,1,1,0,0,513,501
11,1,1,0,0,512,505
12,1,1,0,0,511,504
13,1,1,0,0,512,504
14,1,1,0,0,513,504
15,1,1,0,0,512,506
0,1,1,0,0,512,503
1,1,1,0,0,513,505
2,1,1,0,0,512,505
3,1,1,0,0,511,503
4,1,1,0,0,509,504
5,1,1,0,0,506,503
6,1,1,0,0,504,503
7,1,1,0,0,502,505
8,1,1,0,0,501,504
9,1,1,0,0,499,505
10,1,1,0,0,499,502
11,1,1,0,0,498,505
12,1,1,0,0,498,504
13,1,1,0,0,500,503
14,1,1,0,0,504,504
15,1,1,0,0,507,502
0,1,1,0,0,510,502
1,1,1,0,0,513,504
2,1,1,0,0,515,503
3,1,1,0,0,515,504
4,1,1,0,0,516,502
5,1,1,0,0,513,503
6,1,1,0,0,511,504
7,1,1,0,0,509,501
8,1,1,0,0,508,504
9,1,1,0,0,507,504
10,1,1,0,0,507,503
11,1,1,0,0,505,504
12,1,1,0,0,505,502
13,1,1,0,0,504,503
14,1,1,0,0,504,502
15,1,1,0,0,504,506
0,1,1,0,0,504,504
1,1,1,0,0,504,502
2,1,1,0,0,505,503
3,1,1,0,0,506,504
4,1,1,0,0,509,506
5,1,1,0,0,510,504
6,1,1,0,0,511,502
7,1,1,0,0,512,506
8,1,1,0,0,513,502
9,1,1,0,0,513,505
10,1,1,0,0,514,501
11,1,1,0,0,514,504
12,1,1,0,0,513,503
13,1,1,0,0,513,504
14,1,1,0,0,513,503
15,1,1,0,0,512,504
0,1,1,0,0,512,502
1,1,1,0,0,512,504
2,1,1,0,0,512,502
